datafusion_tracing::rule_instrumentation::OptimizerPhaseSentinel	name	datafusion_optimizer::optimizer::OptimizerRule	internal	fn name(&self) -> &str	-
datafusion_tracing::rule_instrumentation::OptimizerPhaseSentinel	rewrite	datafusion_optimizer::optimizer::OptimizerRule	internal	fn rewrite(&self, plan: LogicalPlan, config: &dyn OptimizerConfig) -> Result<Transformed<LogicalPlan>, DataFusionError>	-
datafusion_tracing::rule_instrumentation::OptimizerPhaseSentinel	supports_rewrite	datafusion_optimizer::optimizer::OptimizerRule	internal	fn supports_rewrite(&self) -> bool	-
datafusion_tracing::rule_instrumentation::PhysicalOptimizerPhaseSentinel	name	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn name(&self) -> &str	-
datafusion_tracing::rule_instrumentation::PhysicalOptimizerPhaseSentinel	optimize	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn optimize(&self, plan: Arc<dyn ExecutionPlan>, _config: &ConfigOptions) -> Result<Arc<dyn ExecutionPlan>>	-
datafusion_tracing::rule_instrumentation::PhysicalOptimizerPhaseSentinel	schema_check	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn schema_check(&self) -> bool	-
datafusion_tracing::rule_instrumentation::SingleSpanTreeTraverser	f_down	datafusion_common::tree_node::TreeNodeRewriter	internal	fn f_down(&mut self, node: LogicalPlan) -> Result<Transformed<LogicalPlan>>	-
datafusion_tracing::rule_instrumentation::SingleSpanTreeTraverser	f_up	datafusion_common::tree_node::TreeNodeRewriter	internal	fn f_up(&mut self, node: LogicalPlan) -> Result<Transformed<LogicalPlan>>	-
datafusion_tracing::rule_instrumentation::SingleSpanTreeTraverser	new	-	internal	fn new(apply_order: ApplyOrder, rule: &'a dyn OptimizerRule, config: &'a dyn OptimizerConfig) -> Self	-
datafusion_tracing::rule_options::InstrumentationLevel	phase_span_enabled	-	internal	fn phase_span_enabled(&self) -> bool	Returns true if the phase span should be created.
